Customer_ID,Segment,Age,Gender,Occupation,Income_Band,Immigration_Status,Region,Household_Size,Relationship_Status,Years_With_Bank,Has_Direct_Deposit,Churn_Flag,Product_Count,Total_Balance,Monthly_Revenue,CLV_5yr,Primary_Bank_Score,Churn_Risk_Score,Churn_Risk_Tier,Churn_Probability_Model,Predicted_Churn,Model_Risk_Band,NPS_Score,CSAT_Score,Mobile_Usage_Score,Monthly_Logins
1000123,Young Professionals,28,Male,Sales Manager,$50K-$75K,Permanent Resident,Markham,4,Single,2.72,0,0,5.0,92187.56,474.67,17541.05,70.0,20.0,Low,0.0972089,0,Low,14,3.6,91.3,24
1000124,Young Professionals,25,Male,Nurse,$100K-$150K,Canadian Born,Etobicoke,3,Divorced,14.98,0,1,3.0,31502.020000000004,131.51999999999998,4860.22,70.0,20.0,Low,0.7010051,1,Critical,35,3.0,79.5,17
1000125,Young Professionals,39,Male,Financial Analyst,$75K-$100K,Temporary Resident,Brampton,1,Common-law,11.91,1,0,4.0,24856.55,173.44,6409.34,100.0,0.0,Low,0.19829652,0,Medium,31,3.3,91.9,18
1000126,Young Professionals,32,Female,Accountant,$100K-$150K,Permanent Resident,Other GTA,5,Married,7.64,1,0,6.0,95471.5,547.87,20246.09,100.0,0.0,Low,0.13539898,0,Low,45,3.9,68.8,21
1000127,Young Professionals,25,Male,HR Specialist,$50K-$75K,Permanent Resident,Downtown Toronto,3,Single,4.95,0,0,3.0,15364.2,122.31,4519.87,70.0,20.0,Low,0.21506234,0,Medium,38,3.1,88.0,25
1000128,Young Professionals,38,Male,Sales Manager,$50K-$75K,Temporary Resident,Markham,2,Common-law,6.4,1,0,6.0,426801.98,1230.23,45462.16,100.0,0.0,Low,0.10476999,0,Low,34,3.5,71.6,12
1000129,Young Professionals,38,Female,Software Engineer,$50K-$75K,Canadian Born,Downtown Toronto,1,Married,2.51,0,1,4.0,48277.52,255.99,9459.9,55.0,20.0,Low,0.44839022,1,High,28,2.9,85.3,9
1000130,Young Professionals,29,Male,Engineer,$50K-$75K,Canadian Born,Richmond Hill,4,Married,12.39,0,1,6.0,125106.02,746.31,27579.28,70.0,20.0,Low,0.59915334,1,High,37,4.0,80.5,24
1000131,Young Professionals,30,Male,Nurse,$50K-$75K,Temporary Resident,Mississauga,3,Married,11.13,1,0,4.0,38560.97,218.34000000000003,8068.58,100.0,0.0,Low,0.27778986,0,Medium,49,2.1,80.6,24
1000132,Young Professionals,34,Male,Financial Analyst,$100K-$150K,Canadian Born,Downtown Toronto,1,Common-law,11.33,1,0,5.0,63882.07,375.1,13861.52,100.0,0.0,Low,0.48143908,1,High,51,3.6,88.8,14
1000133,Young Professionals,37,Male,Financial Analyst,$100K-$150K,Permanent Resident,Richmond Hill,5,Common-law,9.89,1,0,4.0,367419.16,922.12,34076.2,100.0,0.0,Low,0.17322676,0,Medium,51,3.5,95.7,35
1000134,Young Professionals,31,Female,Engineer,$50K-$75K,Permanent Resident,Mississauga,4,Married,4.51,1,1,4.0,27891.79,170.35,6295.15,100.0,0.0,Low,0.5513562,1,High,44,3.6,90.5,24
1000135,Young Professionals,38,Male,Accountant,$50K-$75K,Permanent Resident,Markham,4,Married,7.42,1,0,4.0,22899.68,171.03,6320.28,100.0,0.0,Low,0.3107882,0,Medium,40,3.7,97.5,23
1000136,Young Professionals,26,Female,Accountant,$75K-$100K,Temporary Resident,Downtown Toronto,1,Single,4.89,0,0,6.0,69558.24,353.78,13073.65,70.0,20.0,Low,0.21127687,0,Medium,33,2.7,88.6,24
1000137,Young Professionals,36,Male,Financial Analyst,$100K-$150K,Permanent Resident,Vaughan,1,Single,13.38,1,0,4.0,47983.01,208.12,7690.91,100.0,0.0,Low,0.26505357,0,Medium,20,4.0,77.1,28
1000138,Young Professionals,28,Male,Engineer,$75K-$100K,Canadian Born,Etobicoke,1,Single,3.41,0,0,6.0,47767.58,302.77,11188.62,70.0,20.0,Low,0.44714928,1,High,39,3.5,81.4,28
1000139,Young Professionals,29,Male,Marketing Manager,$75K-$100K,Canadian Born,Mississauga,1,Common-law,1.07,0,0,5.0,63901.72,287.52,10625.07,70.0,20.0,Low,0.479588,1,High,36,4.3,78.7,16
1000140,Young Professionals,36,Female,Software Engineer,$75K-$100K,Canadian Born,Richmond Hill,3,Common-law,1.95,1,0,4.0,79175.97,638.54,23596.73,100.0,0.0,Low,0.12185359,0,Low,31,1.9,89.9,17
1000141,Young Professionals,31,Male,Software Engineer,$75K-$100K,Temporary Resident,Mississauga,4,Single,6.17,0,0,3.0,26329.38,304.25,11243.31,70.0,20.0,Low,0.11735874,0,Low,41,3.4,89.4,20
1000142,Young Professionals,32,Male,Nurse,$100K-$150K,Permanent Resident,Mississauga,1,Single,14.57,1,0,3.0,33865.21,119.78,4426.37,100.0,0.0,Low,0.13992451,0,Low,44,3.8,80.9,19
1000143,Young Professionals,36,Male,Sales Manager,$100K-$150K,Permanent Resident,Etobicoke,3,Divorced,8.94,0,0,2.0,22096.78,181.38,6702.75,50.0,45.0,Medium,0.3514041,0,High,50,3.9,70.6,22
1000144,Young Professionals,36,Female,Marketing Manager,$75K-$100K,Permanent Resident,Brampton,2,Single,6.9,1,0,5.0,438226.07,1203.3,44466.98,100.0,0.0,Low,0.35563713,0,High,46,4.1,77.7,25
1000145,Young Professionals,32,Female,Software Engineer,$100K-$150K,Permanent Resident,North York,2,Common-law,2.7,1,0,5.0,49752.01,332.4,12283.57,100.0,0.0,Low,0.3233708,0,Medium,25,3.7,89.1,24
1000146,Young Professionals,39,Female,HR Specialist,$100K-$150K,Canadian Born,Vaughan,2,Divorced,9.06,1,1,4.0,29459.8,206.54,7632.52,100.0,0.0,Low,0.47345194,1,High,39,4.3,84.4,26
1000147,Young Professionals,33,Female,Software Engineer,$50K-$75K,Canadian Born,Markham,4,Married,10.29,1,1,4.0,14350.86,63.57,2349.18,100.0,0.0,Low,0.35639417,0,High,3,2.9,83.4,27
1000148,Young Professionals,33,Female,Sales Manager,$100K-$150K,Permanent Resident,Mississauga,1,Single,5.13,0,0,4.0,38246.99,390.72,14438.74,70.0,20.0,Low,0.21529785,0,Medium,50,3.6,79.3,24
1000149,Young Professionals,27,Female,Accountant,$100K-$150K,Temporary Resident,North York,2,Common-law,14.49,1,0,4.0,62838.54,515.02,19032.15,100.0,0.0,Low,0.21287936,0,Medium,31,4.6,78.9,24
1000150,Young Professionals,30,Female,Sales Manager,$75K-$100K,Temporary Resident,Mississauga,2,Single,7.36,1,0,5.0,40769.47,349.57,12918.08,100.0,0.0,Low,0.3921097,1,High,48,2.7,78.3,22
1000151,Young Professionals,38,Male,Sales Manager,$100K-$150K,Canadian Born,Richmond Hill,1,Married,12.61,1,0,1.0,5340.93,14.97,553.2,80.0,25.0,Low,0.2337848,0,Medium,10,3.5,92.1,11
1000152,Young Professionals,33,Male,Financial Analyst,$100K-$150K,Permanent Resident,Downtown Toronto,2,Married,10.11,1,0,6.0,50877.43,274.64,10149.1,100.0,0.0,Low,0.4252907,1,High,36,2.5,72.7,21
1000153,Young Professionals,33,Male,Financial Analyst,$75K-$100K,Temporary Resident,Scarborough,4,Divorced,5.33,1,0,6.0,87067.65,407.11,15044.42,85.0,0.0,Low,0.19364946,0,Medium,24,4.6,88.1,6
1000154,Young Professionals,39,Male,Sales Manager,$50K-$75K,Permanent Resident,Downtown Toronto,2,Widowed,9.6,0,1,6.0,48644.11,288.33,10655.0,70.0,20.0,Low,0.59432286,1,High,55,3.2,75.6,25
1000155,Young Professionals,27,Female,Engineer,$75K-$100K,Canadian Born,Vaughan,4,Single,4.7,1,0,4.0,31288.93,281.9,10417.39,100.0,0.0,Low,0.36047542,0,High,22,2.7,100.0,22
1000156,Young Professionals,38,Female,Financial Analyst,$100K-$150K,Permanent Resident,Scarborough,2,Single,8.14,0,0,4.0,53714.27,303.45,11213.75,70.0,20.0,Low,0.4553413,1,High,11,4.0,88.9,17
1000157,Young Professionals,36,Female,Financial Analyst,$50K-$75K,Canadian Born,Richmond Hill,3,Common-law,4.47,0,0,5.0,34714.19,219.31,8104.42,70.0,20.0,Low,0.16583736,0,Medium,29,2.9,92.4,17
1000158,Young Professionals,29,Female,HR Specialist,$50K-$75K,Permanent Resident,Mississauga,4,Divorced,2.12,1,0,4.0,487450.37000000005,1288.56,47617.69,100.0,0.0,Low,0.21710412,0,Medium,35,4.6,93.8,27
1000159,Young Professionals,31,Male,Nurse,$50K-$75K,Permanent Resident,Downtown Toronto,1,Common-law,5.95,1,0,7.0,111016.08,756.88,27969.89,100.0,0.0,Low,0.2237906,0,Medium,32,3.9,91.2,25
1000160,Young Professionals,37,Male,Accountant,$100K-$150K,Canadian Born,Other GTA,1,Married,0.77,0,0,4.0,43128.26,282.72,10447.69,70.0,30.0,Medium,0.2340991,0,Medium,46,2.9,78.3,20
1000161,Young Professionals,24,Male,Financial Analyst,$100K-$150K,Canadian Born,North York,2,Divorced,0.97,1,0,5.0,40763.06,299.23,11057.8,100.0,10.0,Low,0.32245755,0,Medium,29,3.6,76.1,25
1000162,Young Professionals,36,Female,Financial Analyst,$75K-$100K,Temporary Resident,Vaughan,2,Single,12.06,1,0,3.0,3975.63,15.09,557.64,100.0,0.0,Low,0.33525702,0,Medium,13,3.6,78.1,21
1000163,Young Professionals,33,Female,HR Specialist,$50K-$75K,Permanent Resident,North York,2,Married,5.83,1,0,2.0,29231.29,112.37,4152.54,80.0,25.0,Low,0.47358727,1,High,44,3.4,95.7,21
1000164,Young Professionals,36,Male,Financial Analyst,$100K-$150K,Temporary Resident,North York,1,Married,10.9,1,0,6.0,99432.34,695.14,25688.34,100.0,0.0,Low,0.60706365,1,Critical,31,2.7,100.0,15
1000165,Young Professionals,38,Female,Nurse,$75K-$100K,Permanent Resident,Etobicoke,1,Married,14.92,1,0,4.0,39175.740000000005,197.22000000000003,7288.11,100.0,0.0,Low,0.37878063,0,High,68,3.9,78.2,20
1000166,Young Professionals,33,Male,Software Engineer,$75K-$100K,Temporary Resident,Etobicoke,1,Common-law,14.73,1,0,4.0,44289.41,321.02,11863.03,100.0,0.0,Low,0.14951734,0,Low,38,3.2,86.7,25
1000167,Young Professionals,38,Female,Nurse,$100K-$150K,Permanent Resident,Scarborough,3,Married,9.66,0,0,4.0,20862.23,106.96,3952.62,70.0,20.0,Low,0.2240197,0,Medium,32,2.5,71.9,11
1000168,Young Professionals,33,Female,Nurse,$50K-$75K,Temporary Resident,Etobicoke,1,Married,12.23,1,0,6.0,40608.09,291.15,10759.21,100.0,0.0,Low,0.32245958,0,Medium,40,3.2,87.5,17
1000169,Young Professionals,29,Female,Engineer,$100K-$150K,Canadian Born,Downtown Toronto,5,Single,11.27,1,0,4.0,55504.27,292.91,10824.25,100.0,0.0,Low,0.4105908,1,High,37,3.2,98.5,27
1000170,Young Professionals,29,Female,Accountant,$50K-$75K,Temporary Resident,Downtown Toronto,2,Married,13.27,1,0,4.0,364256.69,750.77,27744.1,100.0,0.0,Low,0.2974495,0,Medium,46,3.5,84.4,11
1000171,Young Professionals,27,Female,Marketing Manager,$100K-$150K,Temporary Resident,Downtown Toronto,2,Common-law,2.13,1,0,4.0,39457.060000000005,241.2,8913.35,100.0,0.0,Low,0.27405638,0,Medium,47,4.1,85.3,18
1000172,Young Professionals,27,Male,Nurse,$75K-$100K,Permanent Resident,Downtown Toronto,2,Single,12.35,1,0,4.0,22868.99,101.51,3751.22,100.0,0.0,Low,0.34132588,0,Medium,14,3.5,92.0,24
1000173,Young Professionals,26,Male,Marketing Manager,$50K-$75K,Permanent Resident,Scarborough,2,Single,4.27,0,0,6.0,546806.9,1769.0099999999998,65372.34,70.0,20.0,Low,0.15685228,0,Medium,26,2.8,87.3,21
1000174,Young Professionals,29,Female,Nurse,$75K-$100K,Temporary Resident,Mississauga,4,Divorced,9.73,0,0,4.0,59083.76,297.42,10990.92,70.0,20.0,Low,0.25199908,0,Medium,36,4.0,78.3,41
1000175,Young Professionals,36,Male,Software Engineer,$75K-$100K,Permanent Resident,Scarborough,2,Married,0.48,0,0,4.0,42077.96,225.54,8334.65,70.0,30.0,Medium,0.12188311,0,Low,49,2.8,78.0,24
1000176,Young Professionals,35,Female,Financial Analyst,$100K-$150K,Temporary Resident,Richmond Hill,4,Single,11.95,1,0,3.0,349066.45,1059.66,39158.88,100.0,0.0,Low,0.38951796,1,High,34,3.4,88.4,28
1000177,Young Professionals,37,Male,Accountant,$100K-$150K,Permanent Resident,North York,1,Single,14.1,1,0,6.0,57298.98,250.1,9242.24,100.0,0.0,Low,0.25286138,0,Medium,30,2.6,83.8,20
1000178,Young Professionals,36,Female,Nurse,$100K-$150K,Canadian Born,Downtown Toronto,4,Single,12.55,0,0,4.0,41858.73,239.7,8857.92,70.0,20.0,Low,0.38054416,1,High,63,3.2,73.1,22
1000179,Young Professionals,28,Male,Engineer,$100K-$150K,Canadian Born,Other GTA,1,Married,12.26,1,0,5.0,48499.39,515.0799999999999,19034.37,100.0,0.0,Low,0.30470276,0,Medium,41,4.0,86.4,23
1000180,Young Professionals,36,Male,Sales Manager,$100K-$150K,Temporary Resident,North York,1,Married,11.63,0,1,4.0,82357.84,413.79,15291.28,70.0,20.0,Low,0.5616274,1,High,33,3.2,84.0,27
1000181,Young Professionals,27,Female,Financial Analyst,$100K-$150K,Canadian Born,Scarborough,3,Single,7.9,1,0,7.0,491539.51,1593.13,58872.83,100.0,0.0,Low,0.3654923,0,High,55,3.8,79.0,24
1000182,Young Professionals,33,Female,Nurse,$75K-$100K,Permanent Resident,Brampton,5,Married,7.32,1,0,5.0,62891.71,334.56,12363.39,100.0,0.0,Low,0.25836587,0,Medium,34,4.5,89.1,28
1000183,Young Professionals,25,Female,Financial Analyst,$100K-$150K,Canadian Born,Etobicoke,1,Single,11.01,1,0,6.0,431800.69000000006,1099.5,40631.13,100.0,0.0,Low,0.33438754,0,Medium,37,3.2,71.0,23
1000184,Young Professionals,27,Female,Sales Manager,$75K-$100K,Canadian Born,North York,1,Single,13.64,0,0,6.0,73712.83,392.19,14493.06,70.0,20.0,Low,0.24272424,0,Medium,30,4.4,76.9,34
1000185,Young Professionals,38,Male,Financial Analyst,$50K-$75K,Canadian Born,Downtown Toronto,3,Common-law,12.74,1,0,4.0,56706.36,288.8,10672.37,100.0,0.0,Low,0.38421333,1,High,42,3.0,89.9,20
1000186,Young Professionals,33,Male,Sales Manager,$75K-$100K,Canadian Born,Richmond Hill,2,Married,12.76,0,0,3.0,22965.1,89.99000000000001,3325.51,70.0,20.0,Low,0.24714085,0,Medium,31,4.3,94.5,24
1000187,Young Professionals,25,Female,Sales Manager,$100K-$150K,Permanent Resident,Richmond Hill,2,Married,14.09,0,0,6.0,82303.17,604.77,22348.79,70.0,20.0,Low,0.11352378,0,Low,0,3.2,80.3,23
1000188,Young Professionals,33,Male,Marketing Manager,$50K-$75K,Permanent Resident,Mississauga,2,Single,1.99,0,0,4.0,54878.38,429.8,15882.91,70.0,20.0,Low,0.23594522,0,Medium,14,2.9,90.7,14
1000189,Young Professionals,36,Female,Financial Analyst,$50K-$75K,Permanent Resident,North York,3,Divorced,11.11,1,0,3.0,13019.07,47.16,1742.76,100.0,0.0,Low,0.39544183,1,High,20,4.2,85.1,30
1000190,Young Professionals,26,Female,HR Specialist,$75K-$100K,Permanent Resident,Other GTA,1,Married,5.44,0,0,4.0,53453.670000000006,332.13,12273.6,55.0,20.0,Low,0.5090634,1,High,38,3.6,85.5,8
1000191,Young Professionals,32,Non-binary/Other,Sales Manager,$75K-$100K,Temporary Resident,Scarborough,3,Single,5.9,1,0,8.0,179326.03,888.98,32851.54,100.0,0.0,Low,0.041280057,0,Low,29,3.0,100.0,27
1000192,Young Professionals,38,Male,Sales Manager,$100K-$150K,Temporary Resident,Mississauga,2,Single,0.61,1,0,3.0,24912.17,148.51999999999998,5488.44,100.0,10.0,Low,0.3625104,0,High,40,4.5,94.4,21
1000193,Young Professionals,36,Female,Software Engineer,$100K-$150K,Canadian Born,Markham,1,Common-law,6.1,1,0,3.0,8460.08,24.78,915.72,100.0,0.0,Low,0.37836295,0,High,36,3.6,86.2,29
1000194,Young Professionals,28,Female,Financial Analyst,$100K-$150K,Canadian Born,North York,1,Divorced,8.09,1,0,7.0,62910.17,340.78,12593.25,100.0,0.0,Low,0.24534702,0,Medium,18,3.3,96.4,26
1000195,Young Professionals,29,Male,Engineer,$50K-$75K,Permanent Resident,Brampton,1,Common-law,8.09,0,0,5.0,51433.26,467.51,17276.45,70.0,20.0,Low,0.19015783,0,Medium,35,3.2,100.0,26
1000196,Young Professionals,39,Non-binary/Other,Accountant,$50K-$75K,Temporary Resident,Vaughan,2,Single,2.33,1,1,3.0,25298.21,91.77,3391.29,100.0,0.0,Low,0.54320574,1,High,29,2.8,94.0,23
1000197,Young Professionals,26,Non-binary/Other,Software Engineer,$50K-$75K,Canadian Born,Downtown Toronto,4,Married,1.3,0,0,4.0,74440.20999999999,289.07,10682.35,70.0,20.0,Low,0.053080216,0,Low,34,4.6,74.5,30
1000198,Young Professionals,30,Female,HR Specialist,$100K-$150K,Temporary Resident,Etobicoke,2,Married,9.67,1,0,6.0,81431.04000000001,504.78,18653.74,100.0,0.0,Low,0.12964886,0,Low,72,4.1,83.6,33
1000199,Young Professionals,36,Male,Marketing Manager,$100K-$150K,Temporary Resident,Scarborough,3,Common-law,2.51,1,0,4.0,380788.44,1043.35,38556.16,100.0,0.0,Low,0.1641477,0,Medium,59,3.6,90.0,16
1000200,Young Professionals,27,Female,Marketing Manager,$75K-$100K,Temporary Resident,North York,2,Single,3.45,1,0,7.0,104275.12,459.43,16977.86,100.0,0.0,Low,0.27218044,0,Medium,16,3.0,74.3,18
1000201,Young Professionals,31,Male,Accountant,$50K-$75K,Temporary Resident,Brampton,3,Single,9.45,1,0,7.0,114000.88,683.3100000000001,25251.17,100.0,0.0,Low,0.47319448,1,High,18,3.0,85.4,18
1000202,Young Professionals,30,Male,Software Engineer,$100K-$150K,Temporary Resident,North York,4,Married,3.53,0,0,4.0,19774.06,87.01,3215.38,70.0,20.0,Low,0.3123519,0,Medium,24,4.0,100.0,19
1000203,Young Professionals,32,Female,Nurse,$100K-$150K,Permanent Resident,Mississauga,3,Married,9.39,1,0,4.0,49938.19,301.25,11132.45,100.0,0.0,Low,0.4661184,1,High,15,3.9,72.0,13
1000204,Young Professionals,34,Female,Nurse,$75K-$100K,Permanent Resident,Other GTA,2,Single,13.84,1,0,5.0,61547.73,370.83,13703.72,85.0,0.0,Low,0.42272133,1,High,10,3.2,92.0,5
1000205,Young Professionals,33,Female,Software Engineer,$75K-$100K,Temporary Resident,Downtown Toronto,2,Single,6.62,0,0,4.0,37540.0,179.37,6628.47,70.0,20.0,Low,0.629901,1,Critical,31,4.2,87.5,22
1000206,Young Professionals,30,Female,Engineer,$50K-$75K,Permanent Resident,Markham,1,Divorced,5.06,1,0,5.0,39602.42,223.71,8267.02,100.0,0.0,Low,0.24164985,0,Medium,46,3.1,66.9,24
1000207,Young Professionals,31,Male,Sales Manager,$100K-$150K,Canadian Born,North York,1,Married,14.98,0,0,6.0,74893.8,455.86,16845.94,70.0,20.0,Low,0.1562242,0,Medium,39,3.1,82.2,31
1000208,Young Professionals,25,Female,Accountant,$75K-$100K,Temporary Resident,North York,2,Common-law,9.68,1,0,4.0,44200.43,221.27,8176.85,100.0,0.0,Low,0.1519792,0,Medium,45,3.9,90.0,26
1000209,Young Professionals,27,Female,HR Specialist,$75K-$100K,Temporary Resident,North York,2,Married,14.78,1,0,6.0,423388.18,1542.03,56984.47,100.0,0.0,Low,0.1670352,0,Medium,31,4.3,86.1,17
1000210,Young Professionals,33,Female,Engineer,$100K-$150K,Permanent Resident,Scarborough,1,Single,6.27,0,0,2.0,35555.619999999995,102.17,3775.61,50.0,45.0,Medium,0.16251804,0,Medium,27,2.8,72.5,26
1000211,Young Professionals,24,Female,Financial Analyst,$50K-$75K,Canadian Born,Scarborough,1,Married,11.45,1,1,4.0,38544.44,279.94000000000005,10344.96,100.0,0.0,Low,0.50719935,1,High,43,4.2,83.8,24
1000212,Young Professionals,24,Male,Software Engineer,$50K-$75K,Temporary Resident,Downtown Toronto,3,Married,8.83,1,1,3.0,21200.230000000003,80.71000000000001,2982.57,100.0,0.0,Low,0.58993804,1,High,49,3.2,76.7,10
1000213,Young Professionals,31,Male,Sales Manager,$75K-$100K,Canadian Born,Vaughan,2,Single,13.42,1,0,6.0,468306.14,1386.48,51236.25,100.0,0.0,Low,0.1980978,0,Medium,47,4.5,97.0,16
1000214,Young Professionals,26,Female,Engineer,$100K-$150K,Permanent Resident,Scarborough,2,Single,9.09,1,1,6.0,292912.07,1001.73,37018.12,100.0,0.0,Low,0.5778326,1,High,28,3.1,96.5,15
1000215,Young Professionals,25,Male,Marketing Manager,$50K-$75K,Permanent Resident,Brampton,3,Common-law,10.74,0,0,2.0,22377.66,83.30999999999999,3078.65,35.0,45.0,Medium,0.21951972,0,Medium,57,4.1,80.7,7
1000216,Young Professionals,24,Female,Software Engineer,$100K-$150K,Canadian Born,Downtown Toronto,1,Married,7.26,1,0,6.0,82792.59,513.1,18961.2,100.0,0.0,Low,0.15438011,0,Medium,18,3.7,99.1,15
1000217,Young Professionals,26,Male,Sales Manager,$75K-$100K,Temporary Resident,Downtown Toronto,4,Divorced,13.9,1,0,4.0,68216.97,255.96,9458.8,100.0,0.0,Low,0.18715194,0,Medium,59,3.5,78.9,14
1000218,Young Professionals,35,Non-binary/Other,HR Specialist,$50K-$75K,Permanent Resident,Downtown Toronto,4,Married,13.61,1,0,8.0,113725.67,974.09,35996.71,100.0,0.0,Low,0.1919686,0,Medium,26,2.7,78.2,21
1000219,Young Professionals,34,Female,Accountant,$100K-$150K,Canadian Born,Brampton,4,Married,2.52,1,0,4.0,40643.45,243.79,9009.06,100.0,15.0,Low,0.15573087,0,Medium,35,3.3,69.5,15
1000220,Young Professionals,38,Male,HR Specialist,$100K-$150K,Canadian Born,North York,2,Divorced,11.06,1,0,6.0,492976.33,1268.2,46865.31,100.0,0.0,Low,0.36927798,0,High,41,4.0,75.9,22
1000221,Young Professionals,39,Female,Sales Manager,$100K-$150K,Canadian Born,Mississauga,4,Single,5.83,1,0,5.0,506096.39,1775.11,65597.76,100.0,0.0,Low,0.17894208,0,Medium,38,3.5,82.0,21
1000222,Young Professionals,32,Female,Financial Analyst,$100K-$150K,Permanent Resident,Downtown Toronto,2,Common-law,1.55,1,0,5.0,95522.56,569.02,21027.67,100.0,0.0,Low,0.09673752,0,Low,43,3.5,84.0,18
1000223,Young Professionals,24,Female,Sales Manager,$50K-$75K,Permanent Resident,Vaughan,3,Single,7.92,0,0,5.0,59839.45,282.26,10430.69,70.0,20.0,Low,0.2953783,0,Medium,7,3.4,90.2,27
1000224,Young Professionals,28,Female,Financial Analyst,$50K-$75K,Canadian Born,North York,1,Married,2.5,1,0,6.0,452949.71,1173.79,43376.46,100.0,0.0,Low,0.13217913,0,Low,41,3.7,79.0,28
1000225,Young Professionals,28,Female,Marketing Manager,$50K-$75K,Permanent Resident,Brampton,1,Single,0.72,1,0,4.0,87855.0,418.48,15464.59,85.0,10.0,Low,0.16712594,0,Medium,58,4.3,86.0,8
1000226,Young Professionals,29,Male,Nurse,$100K-$150K,Permanent Resident,Mississauga,1,Married,12.2,1,0,6.0,67766.20999999999,479.24,17709.93,100.0,0.0,Low,0.48893654,1,High,41,3.7,93.8,21
1000227,Young Professionals,35,Female,Software Engineer,$50K-$75K,Canadian Born,Mississauga,3,Single,11.8,0,0,5.0,63612.77,483.01,17849.24,70.0,20.0,Low,0.33417276,0,Medium,48,4.2,75.7,22
1000228,Young Professionals,28,Male,HR Specialist,$75K-$100K,Permanent Resident,Mississauga,1,Single,14.72,0,1,6.0,101259.8,436.49,16130.14,70.0,20.0,Low,0.65514547,1,Critical,51,3.3,87.3,14
1000229,Young Professionals,25,Male,Nurse,$50K-$75K,Permanent Resident,Other GTA,2,Single,12.68,1,0,5.0,490013.85,857.97,31705.59,100.0,0.0,Low,0.3937172,1,High,68,3.8,81.4,18
1000230,Young Professionals,39,Male,Marketing Manager,$75K-$100K,Permanent Resident,Vaughan,2,Divorced,7.68,1,0,4.0,36540.99,180.01,6652.12,100.0,0.0,Low,0.16119656,0,Medium,46,3.7,88.6,27
1000231,Young Professionals,35,Male,Sales Manager,$75K-$100K,Temporary Resident,Scarborough,2,Divorced,6.86,1,0,4.0,39298.4,222.76,8231.92,100.0,0.0,Low,0.40967697,1,High,38,4.2,91.5,11
1000232,Young Professionals,27,Male,Software Engineer,$100K-$150K,Temporary Resident,North York,3,Single,6.03,1,0,3.0,34920.6,304.93,11268.44,100.0,0.0,Low,0.2161432,0,Medium,34,4.1,91.8,20
1000233,Young Professionals,28,Male,Engineer,$50K-$75K,Temporary Resident,Mississauga,1,Divorced,7.13,1,1,4.0,12369.87,106.29,3927.86,100.0,0.0,Low,0.4887312,1,High,37,3.2,93.4,19
1000234,Young Professionals,33,Male,Nurse,$100K-$150K,Temporary Resident,Downtown Toronto,4,Divorced,2.08,1,0,5.0,404039.32,1146.66,42373.89,100.0,0.0,Low,0.3693685,0,High,42,4.4,77.7,23
1000235,Young Professionals,30,Male,Engineer,$75K-$100K,Canadian Born,Mississauga,2,Single,14.89,1,1,6.0,322594.31,925.55,34202.95,100.0,0.0,Low,0.1659536,0,Medium,62,4.1,76.8,21
1000236,Young Professionals,25,Male,HR Specialist,$100K-$150K,Canadian Born,North York,1,Single,4.15,1,0,4.0,54331.12,435.54,16095.03,100.0,0.0,Low,0.3354798,0,Medium,21,2.2,91.5,30
1000237,Young Professionals,38,Male,Nurse,$75K-$100K,Canadian Born,Downtown Toronto,1,Single,5.93,0,0,6.0,69970.55,360.77,13331.96,70.0,20.0,Low,0.1913625,0,Medium,28,3.0,80.4,31
